participant_name,trial_number,method,stimulus,typed_response,is_correct,trial_start_time,trial_end_time,typing_duration_sec,spacebar_count,backspace_count,char_count,word_count,letter_timestamps
arkajyoti-cse,1,covert,Glib jocks quiz nymph to vex dwarf.,glib jocks quiz nymph to vex dwarf,False,2026-09-11T10:56:31.889714,2026-09-11T11:00:17.571196,225.681,6,2,34,7,"[[""g"", 0.0], [""l"", 3.294], [""i"", 10.669], [""b"", 15.983], [""<SP>"", 28.3], [""j"", 34.033], [""o"", 36.883], [""c"", 44.551], [""k"", 48.616], [""s"", 55.2], [""<SP>"", 60.683], [""q"", 67.375], [""u"", 72.595], [""i"", 76.266], [""z"", 86.357], [""<SP>"", 91.016], [""n"", 99.949], [""y"", 109.682], [""m"", 113.384], [""p"", 118.898], [""h"", 123.983], [""<SP>"", 127.615], [""t"", 131.525], [""o"", 135.034], [""<SP>"", 141.249], [""v"", 145.119], [""e"", 152.768], [""x"", 156.916], [""<SP>"", 176.033], [""d"", 181.368], [""w"", 186.026], [""a"", 190.279], [""r"", 195.866], [""r"", 196.449], [""]"", 204.899], [""<BS>"", 206.83], [""<BS>"", 208.333], [""f"", 220.882]]"
arkajyoti-cse,2,covert,"Waltz, bad nymph, for quick jigs vex.","waltz, bad nymph, for quick jigs vex",False,2026-09-11T11:01:01.804032,2026-09-11T11:03:52.819454,171.015,6,3,36,7,"[[""w"", 0.0], [""a"", 4.235], [""l"", 10.95], [""t"", 15.884], [""z"", 21.502], ["","", 27.216], [""<SP>"", 31.634], [""b"", 35.414], [""a"", 39.73], [""d"", 43.181], [""<SP>"", 49.6], [""n"", 55.117], [""y"", 59.766], [""m"", 65.917], [""p"", 69.501], [""h"", 76.884], ["","", 81.985], [""<SP>"", 85.518], [""f"", 90.483], [""o"", 93.23], [""t"", 96.829], [""<BS>"", 100.878], [""r"", 106.266], [""<SP>"", 109.899], [""q"", 114.567], [""u"", 117.671], [""u"", 118.326], [""<BS>"", 120.95], [""i"", 123.246], [""c"", 126.534], [""k"", 129.317], [""<SP>"", 131.617], [""j"", 135.583], [""i"", 137.383], [""g"", 140.553], [""s"", 143.9], [""<SP>"", 147.813], [""v"", 150.767], [""e"", 153.656], [""e"", 154.022], [""<BS>"", 161.114], [""x"", 165.483]]"
