participant_name,trial_number,method,stimulus,typed_response,is_correct,trial_start_time,trial_end_time,typing_duration_sec,spacebar_count,backspace_count,char_count,word_count,letter_timestamps
ssa,1,overt,the computer is running slowly,the computer is running slowly,True,2026-08-25T13:52:23.834552,2026-08-25T13:54:25.487570,121.653,4,4,30,5,"[[""t"", 0.0], [""h"", 3.63], [""e"", 6.668], [""<SP>"", 14.261], [""c"", 17.728], [""o"", 22.059], [""m"", 24.962], [""p"", 27.372], [""p"", 28.638], [""u"", 31.599], [""u"", 32.844], [""<BS>"", 35.641], [""<BS>"", 37.189], [""<BS>"", 38.446], [""u"", 41.817], [""t"", 44.45], [""e"", 47.423], [""r"", 51.108], [""<SP>"", 54.625], [""i"", 59.862], [""s"", 63.243], [""<SP>"", 67.069], [""r"", 70.521], [""u"", 73.395], [""n"", 76.303], [""n"", 78.022], [""i"", 81.421], [""n"", 84.199], [""g"", 86.64], [""<SP>"", 89.728], [""s"", 93.614], [""l"", 97.204], [""o"", 99.99], [""o"", 102.045], [""<BS>"", 105.153], [""w"", 110.533], [""l"", 114.135], [""y"", 118.119]]"
ssa,2,overt,the weather is very nice today,,False,,2026-08-25T13:54:49.082146,,0,0,0,0,[]
