participant_name,trial_number,method,stimulus,typed_response,is_correct,trial_start_time,trial_end_time,typing_duration_sec,spacebar_count,backspace_count,char_count,word_count,letter_timestamps
sabhyya,1,covert,The quick brown fox jumps over the lazy dog.,gtuu,False,2026-09-02T11:43:55.982329,2026-09-02T11:44:24.863849,28.882,0,1,4,1,"[[""6"", 0.0], [""<BS>"", 4.539], [""g"", 19.454], [""t"", 20.288], [""u"", 24.324], [""u"", 25.082]]"
sabhyya,2,covert,"Sphinx of black quartz, judge my vow","sphinx of black quartz, judge my vow",True,2026-09-02T11:44:31.356832,2026-09-02T11:48:37.329458,245.973,6,14,36,7,"[[""c"", 0.0], [""<BS>"", 5.148], [""s"", 13.61], [""p"", 18.21], [""h"", 22.825], [""i"", 25.777], [""n"", 29.263], [""\n"", 32.044], [""<BS>"", 39.836], [""x"", 47.762], [""<SP>"", 52.174], [""o"", 55.674], [""f"", 59.913], [""g"", 60.961], [""<BS>"", 67.545], [""<SP>"", 71.367], [""b"", 75.464], [""l"", 78.671], [""a"", 85.046], [""c"", 88.401], [""k"", 92.302], [""<SP>"", 95.644], [""q"", 98.8], [""u"", 102.618], [""h"", 103.383], [""s"", 104.976], [""<BS>"", 112.291], [""<BS>"", 114.481], [""a"", 121.999], [""a"", 122.878], [""<BS>"", 127.465], [""e"", 129.873], [""<BS>"", 133.839], [""r"", 137.638], [""t"", 139.667], [""z"", 143.369], ["","", 149.699], [""<SP>"", 152.361], [""j"", 155.965], [""u"", 158.14], [""d"", 162.287], [""g"", 166.179], [""s"", 167.939], [""<BS>"", 172.523], [""w"", 176.341], [""y"", 177.957], [""["", 182.696], [""<BS>"", 185.499], [""<BS>"", 186.727], [""<BS>"", 187.963], [""e"", 194.133], [""b"", 196.048], [""<BS>"", 200.913], [""<SP>"", 204.242], [""m"", 206.396], [""y"", 212.463], [""<SP>"", 215.401], [""v"", 218.862], [""o"", 223.212], [""q"", 226.797], [""2"", 227.618], [""<BS>"", 232.473], [""<BS>"", 234.937], [""w"", 239.293]]"
