participant_name,trial_number,method,stimulus,typed_response,is_correct,trial_start_time,trial_end_time,typing_duration_sec,spacebar_count,backspace_count,char_count,word_count,letter_timestamps
ssdb,1,overt,the back yard of our house,the backyard of our house,False,2026-08-25T12:59:54.455386,2026-08-25T13:00:11.307229,16.852,4,0,25,5,"[[""t"", 0.0], [""h"", 0.445], [""e"", 1.064], [""<SP>"", 1.767], [""b"", 2.375], [""a"", 3.256], [""c"", 3.726], [""k"", 4.552], [""y"", 5.271], [""a"", 5.952], [""r"", 6.843], [""d"", 7.37], [""<SP>"", 8.306], [""o"", 8.882], [""f"", 9.602], [""<SP>"", 10.17], [""o"", 10.826], [""u"", 11.7], [""r"", 12.189], [""<SP>"", 12.804], [""h"", 13.389], [""o"", 14.164], [""u"", 14.709], [""s"", 15.404], [""e"", 15.989]]"
ssdb,2,overt,the computer is running slowly,the computer running slowly,False,2026-08-25T13:00:32.736644,2026-08-25T13:00:48.604735,15.868,3,0,27,4,"[[""t"", 0.0], [""h"", 0.608], [""e"", 1.216], [""<SP>"", 1.728], [""c"", 2.25], [""o"", 3.161], [""m"", 3.696], [""p"", 4.233], [""u"", 4.84], [""t"", 5.33], [""e"", 5.794], [""r"", 6.264], [""<SP>"", 6.802], [""r"", 7.314], [""u"", 7.882], [""n"", 8.577], [""n"", 9.004], [""i"", 9.627], [""n"", 10.133], [""g"", 10.659], [""<SP>"", 11.196], [""s"", 11.804], [""l"", 12.638], [""o"", 13.014], [""w"", 13.654], [""l"", 14.463], [""y"", 14.958]]"
