participant_name,trial_number,method,stimulus,typed_response,is_correct,trial_start_time,trial_end_time,typing_duration_sec,spacebar_count,backspace_count,char_count,word_count,letter_timestamps
arjit,1,covert,How vexingly quick daft zebras jump!,how vexingly quick daft zebras jump,False,2026-09-08T16:49:02.291694,2026-09-08T16:52:11.673487,189.382,6,2,35,6,"[[""h"", 0.0], [""o"", 4.339], [""w"", 9.105], [""<SP>"", 13.048], [""v"", 19.447], [""e"", 23.391], [""x"", 26.764], [""i"", 31.409], [""n"", 36.232], [""g"", 40.858], [""l"", 44.786], [""y"", 51.426], [""<SP>"", 54.866], [""q"", 63.097], [""u"", 66.362], [""i"", 69.753], [""c"", 74.29], [""k"", 77.979], [""<SP>"", 81.422], [""d"", 86.437], [""r"", 89.751], [""<BS>"", 97.584], [""a"", 105.001], [""f"", 108.346], [""t"", 110.506], [""<SP>"", 115.371], [""\n"", 117.816], [""<BS>"", 125.688], [""z"", 132.953], [""e"", 138.426], [""b"", 143.7], [""r"", 147.025], [""a"", 153.33], [""s"", 155.895], [""<SP>"", 160.461], [""j"", 164.967], [""u"", 167.492], [""m"", 172.016], [""p"", 175.909], [""<SP>"", 179.347]]"
arjit,2,covert,Pack my box with five dozen liquor jugs.,pack my box with five dozen liquor jugs.,True,2026-09-08T16:52:22.818874,2026-09-08T16:55:40.041052,197.222,7,3,40,8,"[[""p"", 0.0], [""a"", 7.582], [""c"", 11.194], [""k"", 16.367], [""<SP>"", 19.993], [""m"", 26.606], [""y"", 31.798], [""<SP>"", 39.219], [""b"", 42.106], [""o"", 45.798], [""x"", 50.144], [""v"", 54.793], [""<BS>"", 58.541], [""<SP>"", 62.987], [""w"", 70.806], [""i"", 73.924], [""t"", 78.921], [""h"", 81.395], [""<SP>"", 85.161], [""f"", 88.946], [""i"", 95.842], [""v"", 99.238], [""e"", 102.338], [""<SP>"", 106.889], [""d"", 110.097], [""o"", 113.792], [""z"", 119.354], [""e"", 122.661], [""n"", 127.366], [""<SP>"", 129.69], [""l"", 135.738], [""i"", 139.225], [""q"", 146.074], [""7"", 147.764], [""<BS>"", 152.334], [""u"", 156.672], [""p"", 159.41], [""<BS>"", 162.527], [""o"", 165.451], [""r"", 169.367], [""<SP>"", 176.65], [""j"", 179.71], [""u"", 182.072], [""g"", 185.529], [""s"", 189.63], [""."", 192.412]]"
