participant_name,trial_number,method,stimulus,typed_response,is_correct,trial_start_time,trial_end_time,typing_duration_sec,spacebar_count,backspace_count,char_count,word_count,letter_timestamps
shaubhik,1,covert,Jackdaws love my big sphinx of quartz.,jackdaws lovesmy big sphinx,False,2026-09-08T16:35:53.079084,2026-09-08T16:38:18.945933,145.867,3,3,27,4,"[[""j"", 0.0], [""a"", 3.949], [""c"", 7.97], [""k"", 12.949], [""d"", 19.164], [""a"", 21.835], [""w"", 27.262], [""s"", 33.579], [""<SP>"", 37.962], [""l"", 43.168], [""o"", 47.328], [""v"", 50.1], [""e"", 53.8], [""s"", 57.938], [""m"", 61.75], [""y"", 65.063], [""<SP>"", 73.145], [""b"", 77.37], [""i"", 80.026], [""g"", 82.771], [""<SP>"", 88.692], [""s"", 92.34], [""0"", 96.51], [""<BS>"", 100.561], [""p"", 103.631], [""h"", 108.264], [""i"", 111.503], [""n"", 115.257], [""d"", 118.772], [""\n"", 121.192], [""<BS>"", 128.101], [""<BS>"", 132.84], [""x"", 138.927]]"
shaubhik,2,covert,A quick move of the enemy will jeopardize six gunboats.,a quick move of the enemy,False,2026-09-08T16:38:24.488501,2026-09-08T16:40:53.219388,148.731,5,4,25,6,"[[""7"", 0.0], [""<BS>"", 5.762], [""a"", 10.295], [""<SP>"", 15.0], [""q"", 20.51], [""u"", 26.303], [""i"", 28.82], [""c"", 32.744], [""k"", 36.099], [""<SP>"", 40.803], [""m"", 47.096], [""o"", 51.294], [""v"", 54.967], [""e"", 58.447], [""<SP>"", 62.259], [""o"", 68.253], [""f"", 71.8], [""<SP>"", 74.898], [""t"", 79.265], [""h"", 81.303], [""e"", 84.957], [""<SP>"", 90.295], [""e"", 94.525], [""n"", 97.935], [""g"", 98.954], [""<BS>"", 107.189], [""e"", 111.055], [""n"", 118.293], [""<BS>"", 125.16], [""o"", 126.337], [""<BS>"", 135.347], [""m"", 139.651], [""y"", 145.07]]"
