participant_name,trial_number,method,stimulus,typed_response,is_correct,trial_start_time,trial_end_time,typing_duration_sec,spacebar_count,backspace_count,char_count,word_count,letter_timestamps,__source_file,__wpm,__cps,__edit_distance,__normalized_error_pct,__final_response_correct,__text_accuracy,__correction_rate,__event_count,__iki_mean,__iki_median,__iki_sd,__iki_min,__iki_max,__pause_count_3s,__pause_count_5s,__longest_pause,__first_event,__last_event,__backspace_events,__space_events
brittick,1,overt,smile,smile,True,2026-09-07T16:20:47.573898,2026-09-07T16:21:08.597464,21.024,0,0,5,1,"[[""s"", 0.0], [""m"", 4.947], [""i"", 7.895], [""l"", 10.706], [""e"", 16.416]]",experiment_overt_brittick_20260907_162721.csv,2.853881278538813,0.2378234398782344,0,0.0,True,100.0,0.0,5,4.104,3.9475,1.448915686527918,2.811,5.710000000000001,2,1,5.710000000000001,0.0,16.416,0,0
brittick,2,overt,light,light,True,2026-09-07T16:21:29.531366,2026-09-07T16:22:01.267068,31.736,0,1,5,1,"[[""i"", 0.0], [""<BS>"", 4.18], [""l"", 7.902], [""i"", 12.205], [""g"", 15.803], [""h"", 17.803], [""t"", 23.722]]",experiment_overt_brittick_20260907_162721.csv,1.8905974287874967,0.1575497857322914,0,0.0,True,100.0,20.0,7,3.953666666666667,3.951,1.2674996909927303,2.0,5.9190000000000005,5,1,5.9190000000000005,0.0,23.722,1,0
brittick,3,overt,The quick brown fox jumps over the lazy dog.,the quick fox jumps over the lazy dog,False,2026-09-07T16:22:28.911367,2026-09-07T16:25:54.926569,206.015,7,4,37,8,"[[""t"", 0.0], [""h"", 4.64], [""e"", 9.542], [""<SP>"", 12.599], [""q"", 18.355], [""u"", 22.494], [""i"", 25.912], [""c"", 30.012], [""k"", 35.126], [""<SP>"", 37.844], [""f"", 42.783], [""o"", 47.318], [""x"", 52.535], [""<SP>"", 55.843], [""j"", 63.532], [""u"", 65.998], [""m"", 70.141], [""p"", 74.49], [""s"", 81.999], [""c"", 83.455], [""<BS>"", 88.028], [""<SP>"", 91.654], [""o"", 95.57], [""v"", 99.907], [""e"", 105.129], [""r"", 107.312], [""<SP>"", 110.224], [""t"", 113.736], [""h"", 116.158], [""e"", 121.849], [""<SP>"", 125.71], [""l"", 129.56], [""a"", 134.619], [""a"", 135.828], [""<BS>"", 144.03], [""a"", 150.508], [""z"", 152.785], [""<BS>"", 158.984], [""<BS>"", 165.058], [""z"", 174.326], [""y"", 179.871], [""<SP>"", 184.55], [""d"", 189.367], [""o"", 195.969], [""g"", 200.31]]",experiment_overt_brittick_20260907_162721.csv,2.1551828750333715,0.1795985729194476,8,18.181818181818183,False,81.81818181818181,10.81081081081081,45,4.552500000000001,4.441999999999993,1.7266685156076422,1.2090000000000032,9.268,36,15,9.268,0.0,200.31,4,7
brittick,4,overt,"Waltz, bad nymph, for quick jigs vex.",waltz jinx,False,2026-09-07T16:26:22.739762,2026-09-07T16:27:21.494707,58.755,1,0,10,2,"[[""w"", 0.0], [""a"", 2.735], [""l"", 11.16], [""t"", 17.581], [""z"", 23.522], [""<SP>"", 27.81], [""j"", 32.339], [""i"", 40.105], [""n"", 43.074], [""x"", 49.261]]",experiment_overt_brittick_20260907_162721.csv,2.042379371968343,0.17019828099736192,29,78.37837837837837,False,21.621621621621628,0.0,10,5.473444444444445,5.940999999999999,1.9893999165019027,2.735,8.425,7,5,8.425,0.0,49.261,0,1
